blog_title,blog_date,blog_img_url,like_count,blog_description
"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus","August 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/G8H6842-1-4896x2448-scaled.jpg,4 likes,Thanos Hotels and Resorts is a private property chain of lifestyle hotels located in Cyprus that offers exotic experiences and serenity in Mediterranean style
Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,"August 10, 2017",,3 likes,"In an internet addicted world, booking travel has also become digital with hotel rates displayed across multiple booking sites"
"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings","August 8, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/08/bigstock-Support-Help-Unity-Togethernes-118375838-2800x1400-1.jpg,4 likes,"There is no need to emphasize much about the importance of Direct Bookings for hotels, as this is a common knowledge to every hotelier and revenue manager"
Create a Revenue Centric Culture in your Hotel by Integrating Technology,"August 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Teamwork-And-Integration-Conce-66966004-2800x1400-scaled.jpg,4 likes,
"Despite the best efforts of hotel brands, travelers still love to click around","August 1, 2017",,4 likes,"In their ongoing tug of war with online travel agencies, hotel companies have launched some clever campaigns in recent years to steer more consumers to their branded sites for commission-free direct bookings, promising that travelers always will find the lowest rates there"
"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?","July 31, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Popular-Ranking-Hon-184164262-3596x1798-scaled.jpg,4 likes,
7 Practical tips to improve online reviews of your hotel,"July 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Online-Reviews-Evaluation-Time-185136694-2800x1400-scaled.jpg,4 likes,
14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,"July 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Features-to-Choose-the-Right-Hotel-Channel-Manager.webp,4 likes,"Managing rates and inventory across a single channel is a difficult task, but this problem is further compounded when the hotel has to manage it for multiple online travel agents"
Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,"July 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,4 likes,
"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition","July 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,3 likes,"A recent study reveals that approximately 90% of travel bookings are done online, compared to just 50% a decade ago"
Blockchain and its potential to upend the travel industry,"July 17, 2017",,3 likes,"We’ve been hearing a lot lately about artificial intelligence, “big data” and their potential for transforming the travel industry"
"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel","July 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,4 likes,
"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management","July 4, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-145495634-2800x1400-scaled.jpg,4 likes,"“It takes a lifetime to build a good reputation, but you can lose it in a minute”
- Will Rogers
 Well said, indeed! Earning a good reputation is certainly not an overnight job"
How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,"June 28, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant_online_repuptation2-870x435.jpg,4 likes,
Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,"June 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,4 likes,With 2
Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,"June 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,2 likes,"The hospitality industry across the globe has witnessed strong growth levels in the last decade, mainly due to the explosion of the internet"
9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,"June 6, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/facebook_bannerImg-764x382.jpg,3 likes,Facebook has more than 1
Top Trends: Millennial Travelers & the Hospitality Sector,"May 30, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/4FA1CA06CC244CDA241A54F378ACCCBFD4056C5D0D5865A59Fpimgpsh_fullsize_distr-764x382.jpg,3 likes,"Who are Millennial Travelers & What Do They Like?
The hospitality industry worldwide has come a long way, witnessing stupendous growth year on year and with revenues pouring inconsistently"
Evolving Role Of Hotel Revenue Manager - Part 4,"May 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog_img-764x382.jpg,2 likes,"Part 4 of 4
All that Big Data Matters - Hoteliers, learn how to leverage this data
Hospitality industry captures numerous data from various sources"
The Evolving Role of Revenue Managers - Part 3,"May 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Edge-119382113-2800x1400-scaled.jpg,3 likes,"Part 3 of 4
Hotels Choose your Competitive Set Wisely
Selecting competitive set wisely is important for any hotelier"
Good translation key to staying in global marketplace,"May 24, 2017",,3 likes,"In our last few blogs, we shared insights on the content conundrum and the challenges of communicating hundreds of different and often confusing content entries about hotel rooms and amenities across the hospitality distribution chain"
The Evolving Role Of Hotel Revenue Managers – Part 2,"May 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-165382157-2800x1400-scaled.jpg,3 likes,"Part 2 of 4
Moving The Technology Way… Are You Ready Hoteliers?
Hotels nowadays are capitalizing on the use of hotel technology tools to deliver unique experiences to customers"
How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,"May 15, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-184358374-3000x1500-scaled.jpg,3 likes,Think of a time when you want to buy something that you have been wanting for a long time
The Evolving Role of Hotel Revenue Managers - Part 1,"May 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Finance-Report-Concept-Flat-S-124822064-3000x1500-scaled.jpg,3 likes,"Part 1 of 4
Modern Revenue Managers Bid Adieu to Traditional Revenue Managers
The progression of the hospitality industry has transformed the revenue management as a central discipline in the hotel"
5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,"May 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,3 likes,"For long, getting to know what hotel guests want has been every hotelier’s bugbear"
"Hoteliers, Are Vacation Rentals Eating Your Lunch?","April 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/04/vacation-rental_airbnb-1428x714-1024x512-1.jpg,3 likes,
Abbreviations are not a content strategy,"April 24, 2017",,3 likes,Looking for a hotel room with “polacc?” Or maybe you want to make sure it includes “lxbthtl” and “satchan?”
The Future of Hotel Revenue Management – BOTs or Humans?,"April 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/artificial-intelligence-risk-reward-now-labs-2088x1044.jpg,3 likes,"The Hotel Revenue management role is continuously evolving, getting more comprehensive with time, as they now delve down into various key functions, wearing multiple hats at a time"
"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management","April 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Or-Marketing-Concept-181728700-1-617x308.jpg,3 likes,"In the hospitality industry, the importance of superior guest service is unquestionable"
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,"April 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Seasonality-356x178.png,4 likes,"Part 4 of 4
We have already discussed Distribution by Season, Tracking Demand per Room Type and Pricing of the Room Type Supplements and the Power of Value Adds to Increase Bookings"
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,"April 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Advantage-Concept-118415714-2750x1375-scaled.jpg,3 likes,"Part 3 of 4
In Part 1 & Part 2 of the blog series, we discussed Distribution by Season and Tracking Demand per Room Type and Pricing the Room type Supplements Based on the Demand"
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,"April 7, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Businessman-Hand-Drawing-Sales-118618487-3800x1900-scaled.jpg,4 likes,"Blog Series - Part 2 of 4
In part 1 of this blog series “Managing Seasonal Market Changes to Ensure your Hotel Stays on Top”, we discussed Seasonal Distribution and gave some tips on diving into analytics and setting up successful strategies"
Solving the hospitality industry’s ‘content conundrum’,"April 3, 2017",,2 likes,"In the world of hospitality distribution, we often refer to the “content conundrum:” the challenge of taking images, property and room information and everything else consumers want to know about a hotel’s services, rules and amenities and displaying them quickly – and accurately – during the booking process"
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,"April 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-153294449-3000x1500-scaled.jpg,3 likes,"Blog Series - Part 1 of 4
Seasonality changes can be tough to manage if you do not have a well thought out action plan"
"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation","March 27, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/automation-764x382-764x382.jpg,2 likes,"As revenue managers, we spend endless hours studying various data points in order to make the most precise decisions"
How Can Hotels Use Google to Maximise their Online Presence?,"March 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/google_banner_img-764x382.jpg,2 likes,"Google Touches Entire Traveler Life Cycle:
Google acquired Zagat in 2011 back in the years when Marissa Mayer was a part of Google"
Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,"March 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Action-Plan-Action-Plan-Str-159437243-2800x1400-scaled.jpg,4 likes,"Years of meticulous planning on marketing, quality service, and an efficient revenue management strategy must have brought the likes of Hilton, Marriott, and Hyatt from independent hotel start-ups to world’s leading hotel chains"
Big Data Challenge,"March 8, 2017",,4 likes,One of our biggest assets here at DHISCO is the data we collect and process for billions of hotel bookings around the world
"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage","March 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-133294829-2800x1400-scaled.jpg,4 likes,The rapid stride at which new hotels are coming up is making many experts in the industry think whether these hotels are amply prepared for the challenges that might surface in this process and most importantly if they are ready with their revenue management strategy before they actually get live into business
"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds","February 20, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Calendar-Note-Schedule-Memo-Ma-148425554-2800x1400-scaled.jpg,3 likes,"For hoteliers, pricing can be a dizzying task, especially how the cost of the same room at the same time can vary dramatically from one date to the next"
3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,"February 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Pricing-Strategy-141013019-2800x1400-scaled.jpg,5 likes,The hotel industry appears to be quite glamorous and exciting to all of us
How to Manage Hotel's Online Reviews & Guest Experience,"February 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-reviews-760x380.jpg,3 likes,The consumer has always been at the heart of every business
Why Should Hotels Pay Special Attention to Demand Forecasting?,"January 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381.jpg,3 likes,"For a revenue manager, a hotel demand forecasting solution is a holy tool"
"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka","January 16, 2017",,3 likes,"Image (from left to right): Ankur Yadav, Manager Sales, RateGain (extreme left), Kunwardeep Singh, Manager Account Management, RateGain (extreme right), Deanna Jeyasundera, AM, E-commerce and the rest of the team of Theme Resorts and Spas, Sri Lanka"
RateGain’s Top 12 Blogs of 2016,"January 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Final-White-3-800x400.png,4 likes,"Are you looking for some great hospitality and travel technology blogs to add to your daily reading? Look no further because you have reached the right place!
We have reviewed all our blog posts from the past year and have finally pulled together our final list, based on content quality, post frequency, reader involvement and social shares"
Managing Real-Time Room Inventories Across Multiple OTAs,"December 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/otas-versus-branddotcom-1740x870.png,2 likes,"We know that hotels choose to manage their OTAs or Online Travel Agents through an extranet, which might be linked to a preferred channel management software"
"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE","December 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/al-manzel-3-1024x763-1024x512.jpg,2 likes,"Experience true grandeur at the Al Manzel Hotel Apartments, right in the middle of the commercial district of Abu Dhabi, the city better known as ‘The Las Vegas of Middle Eastern Dubai’"
Be the Revenue Management Hero of your Hotel,"November 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rev_hero_img-472x236.jpg,4 likes,Expectations from the people working in the hospitality industry are always high and is growing even stronger every year
"Hotels, Let’s Go Direct!","November 23, 2016",,4 likes,"It is not an astonishing piece of news anymore that online bookings play a key role in the hospitality industry, bypassing the offline channel of bookings tremendously"
Tips to Build Customer Loyalty for Your Restaurant,"November 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant-948x474.jpg,4 likes,"Have you ever tackled restaurant reputation management in your hotel before?
If your answer is yes, you would stand by me when I say that the task is complex but not impossible!
The rise of mobile technology and social media, and the practice of leveraging them to influence purchasing decisions in restaurant reputation management, have become widespread today"
"Systems Reliability, A Necessity for Hotel Operations: Part 2","November 18, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Summer-Vacation-And-Online-Boo-98043824-1-300x141-282x141.jpg,4 likes,"In the introduction post to Systems Reliability blog series, we discussed a high-level overview of the different types of systems and common challenges that we often hear from our potential customers"
Is Your Hotel United by Goals but Divided by Systems?,"November 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/sdf-740x370.jpg,4 likes,"Almost all businesses have undergone a technology-driven revolution, and the hospitality industry is no different"
"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort","November 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bali-niksoma2-1024x544-1024x512.jpg,4 likes,"A truly stylish beach-facing hideaway, the Bali Niksoma Boutique Beach Resort is all set to enrich your senses during your Indonesian getaway"
"Systems Reliability, A Necessity for Hotel Operations: Part 1","November 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Novotel_Muenchen_M_3050027c-460x230.jpg,3 likes,"Image Credit: Telegraph UK

It´s no secret that in today´s fast-paced environment, hotels must have a multitude of appropriate systems in place to handle a wide range of functionalities"
Is your Hotel Website Ready for Google's Latest Mobile Updates,"November 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Google-update-mobile-friendly-850x425.png,3 likes,"Revenue managers did you analyze if your customers are really happy? If yes, then your business is surely on the way to growth"
Optimize Your Hotel’s SEO and Mobile Strategy,"November 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-130275857-900x450.jpg,4 likes,"Before you go ahead, take a moment and recall anyone you know or work with you who doesn’t own a smartphone"
"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus","November 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/cypro-900x450.png,1 like,"Welcome to Cyprotels Hotels & Resorts, the most serene hideout on the coast of the deep blue Mediterranean Sea"
What’s spookier than Halloween for Hoteliers?,"October 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pumpkins-3-849x424.jpg,2 likes,Halloween is just around the corner and we hope you have shortlisted your costume already! Someone at work recently mentioned out a scary story where a doctor accidently left a small scissor in a patient’s abdomen after a surgery
Tapping the phenomenal potential of the Asia Pacific region,"October 10, 2016",,2 likes,"When it comes to growth in the hospitality industry, nothing spells the future quite like the Asia Pacific region"
"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia","October 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/PPHotels-768x1024-768x384.jpg,2 likes,"Image Credit: Trisna Widia, the Corporate Internet Marketing & E-Commerce Manager with Ankur Yadav, AM Customer Success, APAC, RateGain
Prime Plaza Hotels and Resorts - 'The Signature of Indonesian Hospitality' is a proud establishment delivering genuine hospitality services"
How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,"September 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/drive-direct-bookings-1024x512-1024x512.jpg,2 likes,"‘Hey, could you help me get the best deal in one of the hotels in town?’

 ‘Could you please share the number of some leading travel agents, who could help me plan my accommodation at economical prices?’

 ‘Oh, it is such a time-consuming process, I should have planned well in advance to get a better deal for the hotel’

Well, gone are those days and these statements are quite unheard of in the current scenario, where the entire world seems to have moved online or on mo"
Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,"September 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Disruption3-420x210.jpg,2 likes,"Disruptors in the global hotel industry – everything from home-sharing sites like Airbnb, Tujia, HomeAway, BnB Hero and Roomorama, to OTAs and other new sets of investors, have been rapidly carrying out acquisitions"
Disruption in the Hotel Industry and Changing Face of the Global Travel Market,"September 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fdg-440x220.jpg,2 likes,"Influence of the modern day traveler has disrupted the monotone within the hospitality industry by giving rise to a wave of innovative ideas, ingenious solutions and permanent changes"
"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai","September 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/df-1430x715.jpg,3 likes,"Welcome to Dubai, the metropolis of dreams which encompasses an unforgettable taste of the Arabian nights"
The fast-changing world of hospitality distribution,"September 12, 2016",,3 likes,"As we prepare to close the door on yet another successful year here at DHISCO, I wish the happiest of holidays to all of our partners and colleagues around the globe"
"Hotels, Are You Prepared for Digital Detox Travelers?","September 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/No-wifi-image-568x284.jpg,4 likes,“We do not have Wi-Fi…talk to each other
"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai","September 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/J5-Rimal-900x450.jpg,4 likes,Only a stone’s throw away from the Dubai International Airport is the J5 Rimal Hotel Apartments
How Hotels of Tomorrow are Improving Guest Experience with Technology?,"September 1, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fg-584x292.jpg,4 likes,"Technology has made inroads into the lives of all in an unbelievably magical way, with almost every industry progressing at a rapid pace with its constant deployment"
Sharing economy and alternative lodging offer great opportunities,"August 29, 2016",,4 likes,"A new report from Phocuswright says Airbnb is on track to become the world’s fourth-largest online travel company this year, behind only Expedia Inc"
How can Hotels Generate More Revenue from Customer Loyalty - Part II,"August 25, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/make-hotel-revenue-customer-loyalty-1430x715.jpg,3 likes,"In the first part of this blog post, we have read about interesting ways to cash on customer loyalty"
How can Hotels Generate More Revenue from Customer Loyalty - Part I,"August 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/expert-1718x859.jpg,3 likes,What is the key opportunity in the hospitality industry that can help your hotel generate more revenue in 2016? It is customer loyalty
Travel agents: a re-emerging force in hospitality distribution,"August 15, 2016",,3 likes,New research from travel agent groups shows some interesting trends in how consumers are booking their trips
5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,"July 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog-900x450.jpg,2 likes,Hope you have gone through and implemented what we had shared in Part I of this blog series
Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,"July 26, 2016",,3 likes,"PokemonGo, the recent sensation among teenagers and adults alike, is a free-to-play location based augmented reality(AR) mobile game developed by Niantic, available on iOS and Android devices"
The sensible economics of 'one to many',"July 26, 2016",,3 likes,"One of the biggest challenges for hotel companies and their demand partners has been how to develop and manage connections that give consumers instant, accurate results for their shopping queries without crashing the hotel companies’ often decades-old, legacy central reservations systems"
5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,"July 22, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,3 likes,"In the super dynamic and highly connected digital world today, it is tough for a hotel to earn its bragging rights"
"Hotels, Improve your Online Distribution Strategy with Six Simple Tips","July 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,3 likes,Hotels have to be spot-on with their online distribution strategy because how the guest has made his booking can make a big difference to a hotel’s bottom line
How to Ensure the Demand Generated is Translated into Increased Revenues?,"July 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,3 likes,"Global travellers are spending more moolah than ever before, on hotel bookings alone these days"
"Brexit: The Impact on Travel and Tourism Industry, Now and Later","June 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Brexit-900x450.jpg,3 likes,"Now that the result of the UK referendum on membership of the EU is known, there is much for the travel industry to consider"
Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,"June 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/guest-satisfaction-900x450.jpg,3 likes,This is a guest blog by our valued partner - GuestCentric
Effective Ways to Measure & Generate Demand – Part V,"June 19, 2016",,2 likes,"Over the last several weeks of the blog series Effective Ways to Measure & Generate Demand, we discussed the following steps in creating an efficient, effective and long-term demand generation strategy;

 	Understand your Product, Customer(s), and Value Proposition
 	Demand generation within the OTA segment
 	Demand generation within the Online Discount segment
 	Demand generation by Building a Strong Online Reputation

In part V of this series, we will discuss dem"
Effective Ways to Measure & Generate Demand – Part IV,"June 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Online-Guest-Reviews-hotels-900x450.jpg,2 likes,"Over the last three weeks of the blog series ""Effective Ways to Measure & Generate Demand"", we discussed the first steps in creating an efficient, effective and long-term demand generation strategy as well as demand generation within the OTA and Online Discount (Flash/Private sale) segments"
Effective Ways to Measure & Generate Demand - Part II,"June 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-demand-900x450.jpg,3 likes,"Last week in Part I of the Effective Ways to Measure & Generate Demand, we discussed the first 2 steps to creating an efficient, effective and long-term demand generation strategy which were;

 	Understanding your product, customer(s), and value proposition
 	Creating the correct pricing to attract your target customers

In part II of this series, we will discuss demand generation within the OTA market segment and how you can position your hotel to become a market le"
Effective Ways to Measure & Generate Demand – Part III,"June 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Way-connection-or-Common-Pool-Inventory-963x481.png,4 likes,"Over the last 2 weeks of the blog series Effective Ways to Measure & Generate Demand, we discussed the first steps in creating an efficient, effective and long-term demand generation strategy as well as demand generation within the OTA segment"
Effective Ways to Measure and Generate Demand - Part I,"May 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-intelligence-900x450.jpg,4 likes,Measuring and generating demand is always a question that prospective clients ask as it's certainly a challenge many hoteliers face
8 Top Tips to Choose the Right Hotel Channel Manager,"May 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Top-Tips-to-Choose-the-Right-Hotel-Channel-Manager.webp,4 likes,"In today’s dynamic and competitive marketplace, almost all hotels are resorting to channel management to manage room rates and availability across OTAs and maximize revenue"
Comparing and Contrasting Industry Problems with Revenue Optimisation,"April 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Rev1-699x349.jpg,4 likes,"This post by our revenue expert, Kamesh Shukla,  originally appeared on LinkedIn pulse"
"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece","April 20, 2016",,5 likes,One of the toughest challenges revenue managers face is determining the demand in their areas and the right tools that can help them assess the market scene appropriately
Tapping the potential of emerging markets,"April 19, 2016",,4 likes,"Over the last few months, you probably noticed we’ve announced what is just the beginning of an exciting lineup of new international partners"
"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines","April 14, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Louie-Reyes.jpg,5 likes,"Recently, we got an opportunity to speak with the revenue analyst at The Manila Hotel, Philippines, Louie Reyes"
How to Choose the Right Rate Optimisation Tool for Your Hotel?,"April 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-900x450.jpg,5 likes,"Perishability and limited inventory are the two most important aspects of hotel business, and thus, pricing of a room becomes one of the most important KPIs for a Revenue Manager (RM)"
New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,"April 4, 2016",,3 likes,"One of the issues I hear more and more about, as I meet with our existing partners and potential new clients, is direct-connect fatigue"
Airbnb: An Alternate Lodging Threat to Hotels?,"March 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339.jpg,4 likes,"Airbnb is a common platform that connects Bed & Breakfast lodging providers (could be homeowners subletting a room, entire accommodation, etc"
21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,"March 9, 2016",,4 likes,Perishability and limited inventory are two most important aspects of hotel business & thus pricing of a room becomes one of the most important KPIs for a Revenue Manager
Did You Know? It’s critical to Push Rates along with Occupancy,"February 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/shutterstock_828033041-300x150.jpg,4 likes,"While a lot of hotels strive to achieve a fine balance on what strategy to apply in their business strategy, Push Occupancy or Strive for higher rates; it is extremely critical to identify high-demand periods in advance as those are the dates when hotels MUST push rates as well as occupancies"
Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,"February 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/room-forecasting-1216x608.jpg,4 likes,Human minds are inherently prone to biases
7 Quick Tips For Your Hotel Pre-Opening In 2017,"February 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/dfs-1024x683-1024x512.jpg,4 likes,"Are you opening a hotel soon? This New Year, adopt the correct prioritization approach in your hotel pre-opening roadmap"
Zika virus outbreak:  Is tourism industry in Central and South America on risk?,"February 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Zika-586x293.png,4 likes,It’s growing and getting stronger
How to make 35% more revenue? Tap the power of Scientific Pricing,"January 27, 2016",,3 likes,Scientific pricing arrived on the scene as a diverse collection of pricing models developed by industry experts
Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,"January 8, 2016",,3 likes,Improving hotel forecasting is critical for effective planning and quick decision
9 Undeniable Advantages of Hotel Room Forecasting,"January 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/business-ohot-762x381.jpg,4 likes,"With the shelf life of a single day for a hotel room, hoteliers aim to maximize its value"
